-6.521351	-5.724920	-6.960716	-6.461470	-6.553003	-6.895276	-6.663433
 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
-6.319749	-6.798790	-6.522315	-6.468514	-5.778620	-6.473543	-6.381394
 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
-6.769351	-6.450505	-6.736099	-6.916819	-7.381468	-3.964046	-6.911272
 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
-6.173773	-6.656221	-6.455247	-6.882224	-7.556500	-7.720866	-6.788616
 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
-6.819355	-6.273996	-6.347277	-6.580064	-6.678552	-6.949750	-6.826353
 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
-6.343231	-6.666177	-6.558826	-6.766661	-7.138009	-6.617879	-6.936350
 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
-6.265617	-5.808752	-6.196269	-6.953219	-7.225379	-6.280391	-6.688270
 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
-6.128346	-6.931146	-6.500965	-7.156452	-7.069706	-6.470434	-6.909712
 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
